,ID,Nachname,Vorname,Adelstitel,Anrede_Titel,Geburtsdatum,Geburtsort,Sterbedatum,Geschlecht,Religion,Beruf,Partei,Profession,is_stem,WP,Von,Bis,Wahlkreis,Bundesland,Liste,Mandatsart
5357,11001726,Pofalla,Ronald,,,15.05.1959,Weeze / Krs. Kleve,,männlich,evangelisch,"Rechtsanwalt, Dipl.-Sozialpädagoge (FH)",CDU,"Lawyer, Graduate Social Pedagogue (University of Applied Sciences)",No,16,18.10.2005,27.10.2009,Kleve,NRW,,Direktwahl
5358,11001726,Pofalla,Ronald,,,15.05.1959,Weeze / Krs. Kleve,,männlich,evangelisch,"Rechtsanwalt, Dipl.-Sozialpädagoge (FH)",CDU,"Lawyer, Graduate Social Pedagogue (University of Applied Sciences)",No,17,27.10.2009,22.10.2013,Kleve,NRW,,Direktwahl
5359,11001726,Pofalla,Ronald,,,15.05.1959,Weeze / Krs. Kleve,,männlich,evangelisch,"Rechtsanwalt, Dipl.-Sozialpädagoge (FH)",CDU,"Lawyer, Graduate Social Pedagogue (University of Applied Sciences)",No,18,22.10.2013,31.12.2014,Kleve,NW,,Direktwahl
5360,11001727,Pohl,Eva,,Dr.,03.08.1937,"Neusalz / Oder, Niederschlesien",,weiblich,ohne Angaben,"Bankkauffrau, Internistin",FDP,"Bank Clerk, Internist (female)",No,12,20.12.1990,10.11.1994,,,THÜ,Landesliste
5361,11001728,Pohle,Kurt,,,02.05.1899,Forst,03.11.1961,männlich,konfessionslos,Journalist,SPD,Journalist,No,1,07.09.1949,07.09.1953,,,SWH,Landesliste
5362,11001728,Pohle,Kurt,,,02.05.1899,Forst,03.11.1961,männlich,konfessionslos,Journalist,SPD,Journalist,No,2,06.10.1953,06.10.1957,,,SWH,Landesliste
5363,11001728,Pohle,Kurt,,,02.05.1899,Forst,03.11.1961,männlich,konfessionslos,Journalist,SPD,Journalist,No,3,15.10.1957,15.10.1961,,,SWH,Landesliste
5364,11001728,Pohle,Kurt,,,02.05.1899,Forst,03.11.1961,männlich,konfessionslos,Journalist,SPD,Journalist,No,4,17.10.1961,03.11.1961,,,SWH,Landesliste
5365,11001729,Pohle,Wolfgang,,Dr.,28.11.1903,Erfurt,27.08.1971,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,2,06.10.1953,06.10.1957,,,NRW,Landesliste
5366,11001729,Pohle,Wolfgang,,Dr.,28.11.1903,Erfurt,27.08.1971,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,5,19.10.1965,19.10.1969,,,BAY,Landesliste
5367,11001729,Pohle,Wolfgang,,Dr.,28.11.1903,Erfurt,27.08.1971,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,6,20.10.1969,27.08.1971,,BAY,,Direktwahl
5368,11001730,Pohlenz,Hans-Jürgen,,Dr.,25.01.1927,Frankfurt/Oder,16.12.2020,männlich,evangelisch,Kreisveterrinärrat,SPD,District Veterinary Councillor,No,4,30.09.1963,10.06.1965,,,NRW,Landesliste
5369,11001731,Pohler,Hermann,,Dr.,22.01.1935,Frankenstein / Schlesien,,männlich,katholisch,Dipl.-Landwirt,CDU,Graduate Farmer,No,12,20.12.1990,10.11.1994,,SAC,,Direktwahl
5370,11001731,Pohler,Hermann,,Dr.,22.01.1935,Frankenstein / Schlesien,,männlich,katholisch,Dipl.-Landwirt,CDU,Graduate Farmer,No,13,10.11.1994,26.10.1998,Leipzig I,SAC,SAC,Direktwahl
5371,11001732,Pohlmann,Eberhard,,,31.03.1931,Bielefeld,23.03.2022,männlich,evangelisch,Hauptgeschäftsführer,CDU,Chief Executive Officer,No,6,04.11.1969,22.09.1972,,,NDS,Landesliste
5372,11001732,Pohlmann,Eberhard,,,31.03.1931,Bielefeld,23.03.2022,männlich,evangelisch,Hauptgeschäftsführer,CDU,Chief Executive Officer,No,7,13.12.1972,13.12.1976,,,NDS,Landesliste
5373,11001732,Pohlmann,Eberhard,,,31.03.1931,Bielefeld,23.03.2022,männlich,evangelisch,Hauptgeschäftsführer,CDU,Chief Executive Officer,No,8,14.12.1976,04.11.1980,,,NDS,Landesliste
5374,11001732,Pohlmann,Eberhard,,,31.03.1931,Bielefeld,23.03.2022,männlich,evangelisch,Hauptgeschäftsführer,CDU,Chief Executive Officer,No,9,04.11.1980,29.03.1983,,,NDS,Landesliste
5375,11001732,Pohlmann,Eberhard,,,31.03.1931,Bielefeld,23.03.2022,männlich,evangelisch,Hauptgeschäftsführer,CDU,Chief Executive Officer,No,10,29.03.1983,18.02.1987,,,NDS,Landesliste
5376,11001733,Pohlmeier,Heinrich,,Dr.,22.08.1922,Ostenland / Krs. Paderborn,06.03.2014,männlich,katholisch,Studiendirektor im Privatschuldienst a. D.,CDU,Former Senior Secondary School Director in Private School Service,No,9,04.11.1980,29.03.1983,,NRW,,Direktwahl
5377,11001733,Pohlmeier,Heinrich,,Dr.,22.08.1922,Ostenland / Krs. Paderborn,06.03.2014,männlich,katholisch,Studiendirektor im Privatschuldienst a. D.,CDU,Former Senior Secondary School Director in Private School Service,No,10,29.03.1983,18.02.1987,,NRW,,Direktwahl
5378,11001733,Pohlmeier,Heinrich,,Dr.,22.08.1922,Ostenland / Krs. Paderborn,06.03.2014,männlich,katholisch,Studiendirektor im Privatschuldienst a. D.,CDU,Former Senior Secondary School Director in Private School Service,No,11,18.02.1987,20.12.1990,,NRW,,Direktwahl
5379,11001734,Polkehn,Walter,,,24.07.1921,Ortelsburg / Ostpreußen,16.08.1985,männlich,ohne Angaben,Bundesbankamtsinspektor a. D.,SPD,Former Federal Bank Office Inspector,No,7,13.12.1972,13.12.1976,,NDS,,Direktwahl
5380,11001734,Polkehn,Walter,,,24.07.1921,Ortelsburg / Ostpreußen,16.08.1985,männlich,ohne Angaben,Bundesbankamtsinspektor a. D.,SPD,Former Federal Bank Office Inspector,No,8,14.12.1976,04.11.1980,,NDS,,Direktwahl
5381,11001734,Polkehn,Walter,,,24.07.1921,Ortelsburg / Ostpreußen,16.08.1985,männlich,ohne Angaben,Bundesbankamtsinspektor a. D.,SPD,Former Federal Bank Office Inspector,No,9,04.11.1980,29.03.1983,,NDS,,Direktwahl
5382,11001734,Polkehn,Walter,,,24.07.1921,Ortelsburg / Ostpreußen,16.08.1985,männlich,ohne Angaben,Bundesbankamtsinspektor a. D.,SPD,Former Federal Bank Office Inspector,No,10,29.03.1983,16.08.1985,,NDS,,Direktwahl
5383,11001735,Popp,Karl-Heinz,,,17.09.1934,Regensburg,14.01.2012,männlich,katholisch,"Dipl.-Ingenieur, Studiendirektor a. D.",FDP,"Graduate Engineer, Former Senior School Director",Yes,9,04.11.1980,29.03.1983,,,BAY,Landesliste
5384,11001736,Poppe,Gerd,,,25.03.1941,Rostock,,männlich,ohne Angaben,Dipl.-Physiker,BÜNDNIS 90/DIE GRÜNEN,Graduate Physicist,Yes,12,20.12.1990,10.11.1994,,,BLN,Landesliste
5385,11001736,Poppe,Gerd,,,25.03.1941,Rostock,,männlich,ohne Angaben,Dipl.-Physiker,BÜNDNIS 90/DIE GRÜNEN,Graduate Physicist,Yes,13,10.11.1994,26.10.1998,Berlin-Hohenschönhausen-Pankow-Weißensee,BLN,BLN,Landesliste
5386,11001737,Porsch,Werner,,,25.02.1915,Speichersdorf,25.02.2004,männlich,evangelisch,Schreinermeister,FDP,Master Carpenter,No,5,27.07.1967,19.10.1969,,,BAY,Landesliste
5387,11001738,Porten,Josef,,,14.02.1908,Krefeld,19.01.1978,männlich,katholisch,Bäckermeister,CDU,Master Baker,No,4,17.10.1961,17.10.1965,,,NRW,Landesliste
5388,11001738,Porten,Josef,,,14.02.1908,Krefeld,19.01.1978,männlich,katholisch,Bäckermeister,CDU,Master Baker,No,5,19.10.1965,19.10.1969,,,NRW,Landesliste
5389,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,4,21.05.1962,17.10.1965,,,BAY,Landesliste
5390,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,5,19.10.1965,19.10.1969,,,BAY,Landesliste
5391,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,6,20.10.1969,22.09.1972,,,BAY,Landesliste
5392,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,7,13.12.1972,13.12.1976,,,BAY,Landesliste
5393,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,8,14.12.1976,04.11.1980,,,BAY,Landesliste
5394,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,9,04.11.1980,28.01.1981,,,BAY,Landesliste
5395,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,10,29.03.1983,18.02.1987,,,BAY,Landesliste
5396,11001739,Porzner,Konrad,,,04.02.1935,Larrieden / Krs. Feuchtwangen,01.12.2021,männlich,evangelisch,Staatssekretär a. D.,SPD,Former State Secretary,No,11,18.02.1987,02.10.1990,,,BAY,Landesliste
5397,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,9,04.11.1980,29.03.1983,,NRW,,Direktwahl
5398,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,10,29.03.1983,18.02.1987,,NRW,,Direktwahl
5399,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,11,18.02.1987,20.12.1990,,NRW,,Direktwahl
5400,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,12,20.12.1990,10.11.1994,,NRW,,Direktwahl
5401,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,13,10.11.1994,26.10.1998,Gelsenkirchen I,NRW,NRW,Direktwahl
5402,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,14,26.10.1998,17.10.2002,Gelsenkirchen I,NRW,,Direktwahl
5403,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,15,17.10.2002,18.10.2005,Gelsenkirchen,NRW,,Direktwahl
5404,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,16,18.10.2005,27.10.2009,Gelsenkirchen,NRW,,Direktwahl
5405,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,17,27.10.2009,22.10.2013,Gelsenkirchen,NRW,,Direktwahl
5406,11001740,Poß,Joachim,,,27.12.1948,Westerholt / Westfalen,,männlich,ohne Angaben,Verwaltungsleiter,SPD,Administrative Manager,No,18,22.10.2013,24.10.2017,Gelsenkirchen,NW,,Direktwahl
5407,11001741,Potthast,Gabriele,,,03.06.1955,Wattenscheid,,weiblich,ohne Angaben,Lehrerin,GRÜNE,Teacher (female),No,10,29.03.1983,03.04.1985,,,NRW,Landesliste
5408,11001742,Povel,Bernardus,,Dr.,28.08.1897,Amsterdam,21.10.1952,männlich,katholisch,"Staatswissenschaftler, Unternehmer",CDU,"Political Scientist, Entrepreneur",No,1,07.09.1949,21.10.1952,,NDS,,Direktwahl
5409,11001743,Praetorius,Gisela,,,20.01.1902,Posen,03.02.1981,weiblich,evangelisch,Hausfrau,CDU,Housewife,No,2,06.10.1953,06.10.1957,,NRW,,Direktwahl
5410,11001744,Prangenberg,Heinz-Jürgen,,,03.02.1944,Oberhausen,18.05.2002,männlich,katholisch,Dipl.-Volkswirt,CDU,Graduate Economist,No,8,14.12.1976,04.11.1980,,,NRW,Landesliste
5411,11001744,Prangenberg,Heinz-Jürgen,,,03.02.1944,Oberhausen,18.05.2002,männlich,katholisch,Dipl.-Volkswirt,CDU,Graduate Economist,No,9,04.11.1980,29.03.1983,,,NRW,Landesliste
5412,11001745,Prassler,Helmut,,Dr.,12.08.1923,Gaggstatt,30.03.1987,männlich,evangelisch,Landwirt,CDU,Farmer,No,5,19.10.1965,19.10.1969,,BWG,,Direktwahl
5413,11001745,Prassler,Helmut,,Dr.,12.08.1923,Gaggstatt,30.03.1987,männlich,evangelisch,Landwirt,CDU,Farmer,No,6,20.10.1969,22.09.1972,,BWG,,Direktwahl
5414,11001745,Prassler,Helmut,,Dr.,12.08.1923,Gaggstatt,30.03.1987,männlich,evangelisch,Landwirt,CDU,Farmer,No,7,13.12.1972,03.11.1975,,BWG,,Direktwahl
5415,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,1,07.09.1949,07.09.1953,,HES,,Direktwahl
5416,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,2,06.10.1953,06.10.1957,,HES,,Direktwahl
5417,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,3,15.10.1957,15.10.1961,,HES,,Direktwahl
5418,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,4,24.11.1964,17.10.1965,,,HES,Landesliste
5419,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,5,19.10.1965,19.10.1969,,HES,,Direktwahl
5420,11001746,Preiß,Ludwig,,Dr.,25.07.1910,Leidenhofen / Krs. Marburg,14.05.1996,männlich,evangelisch,"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater",CDU,"Graduate Farmer, Economic and Foreign Trade Advisor",No,6,20.10.1969,22.09.1972,,,HES,Landesliste
5421,11001747,Preller,Ludwig,,Dr.,16.02.1897,Burgstädt,29.11.1974,männlich,ohne Angaben,Professor,SPD,Professor,No,1,16.03.1951,07.09.1953,,HES,,Direktwahl
5422,11001747,Preller,Ludwig,,Dr.,16.02.1897,Burgstädt,29.11.1974,männlich,ohne Angaben,Professor,SPD,Professor,No,2,06.10.1953,06.10.1957,,HES,,Direktwahl
5423,11001748,Prennel,Carl,,,21.04.1901,Budapest,14.01.1968,männlich,katholisch,Kaufmann,SPD,Merchant,No,2,09.11.1955,06.10.1957,,,BAY,Landesliste
5424,11001748,Prennel,Carl,,,21.04.1901,Budapest,14.01.1968,männlich,katholisch,Kaufmann,SPD,Merchant,No,3,15.10.1957,15.10.1961,,,BAY,Landesliste
5425,11001749,Preusker,Victor-Emanuel,,Dr.,25.02.1913,Berlin,13.05.1991,männlich,evangelisch,"Bundesminister a. D., Volkswirt, Vizepräsident DBT a.D.",CDU,"Former Federal Minister, Economist, Former Vice President of the German Bundestag",No,1,07.09.1949,07.09.1953,,HES,,Direktwahl
5426,11001749,Preusker,Victor-Emanuel,,Dr.,25.02.1913,Berlin,13.05.1991,männlich,evangelisch,"Bundesminister a. D., Volkswirt, Vizepräsident DBT a.D.",CDU,"Former Federal Minister, Economist, Former Vice President of the German Bundestag",No,2,06.10.1953,06.10.1957,,HES,,Direktwahl
5427,11001749,Preusker,Victor-Emanuel,,Dr.,25.02.1913,Berlin,13.05.1991,männlich,evangelisch,"Bundesminister a. D., Volkswirt, Vizepräsident DBT a.D.",CDU,"Former Federal Minister, Economist, Former Vice President of the German Bundestag",No,3,15.10.1957,15.10.1961,,,NRW,Landesliste
5428,11001750,Priebe,Moritz-Ernst,,,17.01.1902,Boguschau / Krs. Graudenz,26.01.1990,männlich,ohne Angaben,Pastor a. D.,SPD,Former Pastor,No,1,07.09.1949,07.09.1953,,NDS,,Direktwahl
5429,11001750,Priebe,Moritz-Ernst,,,17.01.1902,Boguschau / Krs. Graudenz,26.01.1990,männlich,ohne Angaben,Pastor a. D.,SPD,Former Pastor,No,2,06.10.1953,06.10.1957,,,NDS,Landesliste
5430,11001750,Priebe,Moritz-Ernst,,,17.01.1902,Boguschau / Krs. Graudenz,26.01.1990,männlich,ohne Angaben,Pastor a. D.,SPD,Former Pastor,No,3,15.10.1957,15.10.1961,,,NDS,Landesliste
5431,11001750,Priebe,Moritz-Ernst,,,17.01.1902,Boguschau / Krs. Graudenz,26.01.1990,männlich,ohne Angaben,Pastor a. D.,SPD,Former Pastor,No,4,17.10.1961,17.10.1965,,,NDS,Landesliste
5432,11001751,Priebus,Rosemarie,,,11.01.1947,Zwickau,,weiblich,konfessionslos,Tierärztin,CDU,Veterinarian (female),No,11,03.10.1990,20.12.1990,,,***,Volkskammer
5433,11001751,Priebus,Rosemarie,,,11.01.1947,Zwickau,,weiblich,konfessionslos,Tierärztin,CDU,Veterinarian (female),No,12,20.12.1990,10.11.1994,,BRA,,Direktwahl
5434,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,6,20.10.1969,22.09.1972,,BAY,,Direktwahl
5435,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,7,13.12.1972,13.12.1976,,BAY,,Direktwahl
5436,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,8,14.12.1976,04.11.1980,,BAY,,Direktwahl
5437,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,9,04.11.1980,29.03.1983,,BAY,,Direktwahl
5438,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,10,29.03.1983,18.02.1987,,BAY,,Direktwahl
5439,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,11,18.02.1987,20.12.1990,,BAY,,Direktwahl
5440,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,12,20.12.1990,10.11.1994,,BAY,,Direktwahl
5441,11001752,Probst,Albert,,Dr.,29.12.1931,Garching bei München,24.03.2015,männlich,katholisch,Dipl.-Agraringenieur,CSU,Graduate Agricultural Engineer,Yes,13,10.11.1994,26.10.1998,Freising,BAY,BAY,Direktwahl
5442,11001753,Probst,Maria,,Dr.,01.07.1902,München,01.05.1967,weiblich,katholisch,"Vizepräsidentin DBT a. D., Lehrerin",CSU,"Former Vice President of the German Bundestag, Teacher (female)",No,1,07.09.1949,07.09.1953,,BAY,,Direktwahl
5443,11001753,Probst,Maria,,Dr.,01.07.1902,München,01.05.1967,weiblich,katholisch,"Vizepräsidentin DBT a. D., Lehrerin",CSU,"Former Vice President of the German Bundestag, Teacher (female)",No,2,06.10.1953,06.10.1957,,BAY,,Direktwahl
5444,11001753,Probst,Maria,,Dr.,01.07.1902,München,01.05.1967,weiblich,katholisch,"Vizepräsidentin DBT a. D., Lehrerin",CSU,"Former Vice President of the German Bundestag, Teacher (female)",No,3,15.10.1957,15.10.1961,,BAY,,Direktwahl
5445,11001753,Probst,Maria,,Dr.,01.07.1902,München,01.05.1967,weiblich,katholisch,"Vizepräsidentin DBT a. D., Lehrerin",CSU,"Former Vice President of the German Bundestag, Teacher (female)",No,4,17.10.1961,17.10.1965,,BAY,,Direktwahl
5446,11001753,Probst,Maria,,Dr.,01.07.1902,München,01.05.1967,weiblich,katholisch,"Vizepräsidentin DBT a. D., Lehrerin",CSU,"Former Vice President of the German Bundestag, Teacher (female)",No,5,19.10.1965,01.05.1967,,BAY,,Direktwahl
5447,11001754,Probst,Wilhelm,,,11.08.1912,Ühlingen / Schwarzwald,22.01.1979,männlich,evangelisch,Selbständiger Kaufmann,DP,Self-employed Merchant,No,3,15.10.1957,15.10.1961,,,BWG,Landesliste
5448,11001755,Prochazka,Herbert,,,23.08.1923,Groß- Priesen / Elbe,11.03.2007,männlich,evangelisch,Industriekaufmann,CSU,Industrial Clerk,No,5,19.10.1965,19.10.1969,,,BAY,Landesliste
5449,11001755,Prochazka,Herbert,,,23.08.1923,Groß- Priesen / Elbe,11.03.2007,männlich,evangelisch,Industriekaufmann,CSU,Industrial Clerk,No,6,18.09.1972,22.09.1972,,,BAY,Landesliste
5450,11001756,Protzner,Bernd,,Dr.,23.08.1952,Kulmbach,10.12.2018,männlich,katholisch,Studienrat im Hochschuldienst a. D.,CSU,Former University Secondary School Teacher,No,12,20.12.1990,10.11.1994,,BAY,,Direktwahl
5451,11001756,Protzner,Bernd,,Dr.,23.08.1952,Kulmbach,10.12.2018,männlich,katholisch,Studienrat im Hochschuldienst a. D.,CSU,Former University Secondary School Teacher,No,13,10.11.1994,26.10.1998,Kulmbach,BAY,BAY,Direktwahl
5452,11001756,Protzner,Bernd,,Dr.,23.08.1952,Kulmbach,10.12.2018,männlich,katholisch,Studienrat im Hochschuldienst a. D.,CSU,Former University Secondary School Teacher,No,14,26.10.1998,17.10.2002,Kulmbach,BAY,,Direktwahl
5453,11001757,Pünder,Hermann,,Dr.,01.04.1888,Trier,03.10.1976,männlich,katholisch,"Oberdirektor a. D., Jurist",CDU,"Former Senior Director, Jurist",No,1,07.09.1949,07.09.1953,,NRW,,Direktwahl
5454,11001757,Pünder,Hermann,,Dr.,01.04.1888,Trier,03.10.1976,männlich,katholisch,"Oberdirektor a. D., Jurist",CDU,"Former Senior Director, Jurist",No,2,06.10.1953,06.10.1957,,NRW,,Direktwahl
5455,11001758,Pütz,Severin Fritz,,,24.01.1909,Würselen,16.11.1988,männlich,ohne Angaben,Bergmann,SPD,Miner,Yes,3,15.10.1957,15.10.1961,,,NRW,Landesliste
5456,11001759,Pützhofen,Dieter,,,14.05.1942,Krefeld,,männlich,katholisch,Schulamtsdirektor a. D.,CDU,Former School Board Director,No,12,20.12.1990,10.11.1994,,NRW,,Direktwahl
5457,11001759,Pützhofen,Dieter,,,14.05.1942,Krefeld,,männlich,katholisch,Schulamtsdirektor a. D.,CDU,Former School Board Director,No,13,10.11.1994,26.10.1998,Krefeld,NRW,NRW,Direktwahl
5458,11001759,Pützhofen,Dieter,,,14.05.1942,Krefeld,,männlich,katholisch,Schulamtsdirektor a. D.,CDU,Former School Board Director,No,14,26.10.1998,30.09.1999,Krefeld,NRW,NRW,Landesliste
5459,11001760,Purps,Rudolf,,,26.12.1942,Hamm / Westfalen,,männlich,ohne Angaben,Realschullehrer a. D.,SPD,Former Secondary School Teacher,No,9,04.11.1980,29.03.1983,,,NRW,Landesliste
5460,11001760,Purps,Rudolf,,,26.12.1942,Hamm / Westfalen,,männlich,ohne Angaben,Realschullehrer a. D.,SPD,Former Secondary School Teacher,No,10,29.03.1983,18.02.1987,,,NRW,Landesliste
5461,11001760,Purps,Rudolf,,,26.12.1942,Hamm / Westfalen,,männlich,ohne Angaben,Realschullehrer a. D.,SPD,Former Secondary School Teacher,No,11,18.02.1987,20.12.1990,,,NRW,Landesliste
5462,11001760,Purps,Rudolf,,,26.12.1942,Hamm / Westfalen,,männlich,ohne Angaben,Realschullehrer a. D.,SPD,Former Secondary School Teacher,No,12,20.12.1990,10.11.1994,,,NRW,Landesliste
5463,11001760,Purps,Rudolf,,,26.12.1942,Hamm / Westfalen,,männlich,ohne Angaben,Realschullehrer a. D.,SPD,Former Secondary School Teacher,No,13,10.11.1994,26.10.1998,Olpe-Siegen-Wittgenstein II,NRW,NRW,Landesliste
5464,11001761,Pusch,Werner,,,17.08.1913,Templin,16.09.1988,männlich,evangelisch,Studienassessor a. D.,SPD,Former Junior Secondary School Teacher,No,2,06.10.1953,06.10.1957,,,BWG,Landesliste
5465,11001761,Pusch,Werner,,,17.08.1913,Templin,16.09.1988,männlich,evangelisch,Studienassessor a. D.,SPD,Former Junior Secondary School Teacher,No,3,15.10.1957,15.10.1961,,,BWG,Landesliste
5466,11001762,Putzig,Paul,,,03.10.1903,Gelsenkirchen,12.07.1975,männlich,evangelisch,"Abteilungsleiter, Bürgermeister",SPD,"Department Head, Mayor",No,2,13.02.1954,06.10.1957,,,NRW,Landesliste
5467,11001763,Rademacher,Willy Max,,,26.12.1897,Langenhagen,22.07.1971,männlich,ohne Angaben,Spediteur,FDP,Freight Forwarder,No,1,07.09.1949,07.09.1953,,HBG,,Direktwahl
5468,11001763,Rademacher,Willy Max,,,26.12.1897,Langenhagen,22.07.1971,männlich,ohne Angaben,Spediteur,FDP,Freight Forwarder,No,2,06.10.1953,06.10.1957,,HBG,,Direktwahl
5469,11001763,Rademacher,Willy Max,,,26.12.1897,Langenhagen,22.07.1971,männlich,ohne Angaben,Spediteur,FDP,Freight Forwarder,No,3,15.10.1957,15.10.1961,,,HBG,Landesliste
5470,11001763,Rademacher,Willy Max,,,26.12.1897,Langenhagen,22.07.1971,männlich,ohne Angaben,Spediteur,FDP,Freight Forwarder,No,4,17.10.1961,17.10.1965,,,HBG,Landesliste
5471,11001764,Raestrup,Bernhard,,,25.01.1880,Oelde,20.07.1959,männlich,katholisch,Fabrikant,CDU,Manufacturer,Yes,1,07.09.1949,07.09.1953,,NRW,,Direktwahl
5472,11001764,Raestrup,Bernhard,,,25.01.1880,Oelde,20.07.1959,männlich,katholisch,Fabrikant,CDU,Manufacturer,Yes,2,06.10.1953,06.10.1957,,NRW,,Direktwahl
5473,11001765,Raffert,Joachim,,,16.03.1925,Hildesheim,18.09.2005,männlich,ohne Angaben,Redakteur,SPD,Editor,No,5,19.10.1965,19.10.1969,,,NDS,Landesliste
5474,11001765,Raffert,Joachim,,,16.03.1925,Hildesheim,18.09.2005,männlich,ohne Angaben,Redakteur,SPD,Editor,No,6,20.10.1969,22.09.1972,,NDS,,Direktwahl
5475,11001766,Rahardt-Vahldieck,Susanne,,,23.02.1953,Göttingen,03.04.2008,weiblich,evangelisch,Rechtsanwältin,CDU,Lawyer (female),No,12,20.12.1990,10.11.1994,,,HBG,Landesliste
